componentId,sellable,graceSku,websiteSku,type,neck,finish,capColor,capStyle,color,trimColor,applicator,convexFamily,itemName,status,typeEvidence,dotted,rollerMaterial,psdStem,psdLibrary,psdPath,psdFolder,psdMatch,psdCanvas,psdHiddenLayers,stockStatus,imageUrl,productUrl,source,confidence
CMP-SPR-IVSL-18-415-01,True,CMP-SPR-IVSL-18-415-01,AnSp18-415IvySl,vintage-bulb-sprayer,18-415,Ivory,Ivory,Spray,Silver,Silver,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415IvySl,20. Caps,9. 18-415 Ansp /26. Ansp18-415IvySl.psd,9. 18-415 Ansp,case-insensitive,"[2550, 3300]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-silver,convex:products (dev) 2026-09-25,high
CMP-SPR-IVSL-18-415-04,True,CMP-SPR-IVSL-18-415-04,AnSp18-415IvySl__RETIRED__CMP-SPR-IVSL-18-415-04__kd741hqcampjwg5bnsh66nchex81vczz,vintage-bulb-sprayer,18-415,Ivory,Ivory,Spray,,Silver,,Sprayer,Ivory Silver Antique or Vintage style bulb sprayer with silver fittings. Thread Size 18-415,retired,family=Sprayer; SKU/name says bulb,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-silver,convex:products (dev) 2026-09-25,low
CMP-SPR-LVN-18-415-01,True,CMP-SPR-LVN-18-415-01,AnSp18-415Lvn,vintage-bulb-sprayer,18-415,Lavender,Lavender,Spray,Silver,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415Lvn,20. Caps,9. 18-415 Ansp /23. Ansp18-415Lvn.psd,9. 18-415 Ansp,case-insensitive,"[2550, 3300]",0,Out of Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-lavender,convex:products (dev) 2026-09-25,high
CMP-SPR-LVSL-18-415-02,True,CMP-SPR-LVSL-18-415-02,AnSp18-415Lvn__RETIRED__CMP-SPR-LVSL-18-415-02__kd7anwmhnmf45dqgmemweffp8d81vftk,vintage-bulb-sprayer,18-415,Lavender,Lavender,Spray,,,,Sprayer,Lavender Antique or Vintage style bulb sprayer with silver fittings. Thread Size 18-415,retired,family=Sprayer; SKU/name says bulb,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-lavender,convex:products (dev) 2026-09-25,low
CMP-SPR-MSLV-18-415-01,True,CMP-SPR-MSLV-18-415-01,AnSp18-415MtSl,vintage-bulb-sprayer,18-415,Matte Silver,Matte Silver,Spray,Silver,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415MtSl,20. Caps,9. 18-415 Ansp /25. Ansp18-415MtSl.psd,9. 18-415 Ansp,case-insensitive,"[2550, 3300]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-matte-silver,convex:products (dev) 2026-09-25,high
CMP-SPR-MTSL-18-415-04,True,CMP-SPR-MTSL-18-415-04,AnSp18-415MtSl__RETIRED__CMP-SPR-MTSL-18-415-04__kd7ap72dx52zvyzkfgbk5vnwsh81vfjb,vintage-bulb-sprayer,18-415,Matte Silver,Matte Silver,Spray,,,,Sprayer,Matte Silver Antique or Vintage style bulb sprayer with silver fittings. Thread Size 18-415,retired,family=Sprayer; SKU/name says bulb,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-matte-silver,convex:products (dev) 2026-09-25,low
CMP-SPR-RED-18-415-01,True,CMP-SPR-RED-18-415-01,AnSp18-415Red,vintage-bulb-sprayer,18-415,Red,Red,Spray,Red,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415Red,20. Caps,9. 18-415 Ansp /31. Ansp18-415Red.psd,9. 18-415 Ansp,case-insensitive,"[2550, 3300]",0,Out of Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-red,convex:products (dev) 2026-09-25,high
CMP-SPR-RDSL-18-415-02,True,CMP-SPR-RDSL-18-415-02,AnSp18-415Red__RETIRED__CMP-SPR-RDSL-18-415-02__kd79de1mhnabh8e7ms4gbwfet181tz25,vintage-bulb-sprayer,18-415,Red,Red,Spray,,,,Sprayer,Red Antique or Vintage style bulb sprayer with silver fittings. Thread Size 18-415,retired,family=Sprayer; SKU/name says bulb,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-red,convex:products (dev) 2026-09-25,low
CMP-SPR-WHT-18-415-01,True,CMP-SPR-WHT-18-415-01,AnSp18-415Wht,vintage-bulb-sprayer,18-415,White,White,Spray,White,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415Wht,20. Caps,9. 18-415 Ansp /30. Ansp18-415Wht.psd,9. 18-415 Ansp,case-insensitive,"[2550, 3300]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-white,convex:products (dev) 2026-09-25,high
CMP-SPR-SLWH-18-415-02,True,CMP-SPR-SLWH-18-415-02,AnSp18-415Wht__RETIRED__CMP-SPR-SLWH-18-415-02__kd7dq0dhka01wge6eepfy1hgq981vc5c,vintage-bulb-sprayer,18-415,White,White,Spray,,,,Sprayer,White Antique or Vintage style bulb sprayer with silver fittings. Thread Size 18-415,retired,family=Sprayer; SKU/name says bulb,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-white,convex:products (dev) 2026-09-25,low
CMP-SPR-BLK-18-415-02,True,CMP-SPR-BLK-18-415-02,AnSpTsl18-415Blk,tassel-bulb-sprayer,18-415,Black,Black,Spray,Black,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415Blk,20. Caps,10. 18-415 Ansp Tsl/41. AnspTsl18-415Blk.psd,10. 18-415 Ansp Tsl,case-insensitive,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-Black-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-BKSLWH-18-415-02,True,CMP-SPR-BKSLWH-18-415-02,AnSpTsl18-415Blk__RETIRED__CMP-SPR-BKSLWH-18-415-02__kd762fh1ne0kk95wvr3r07g3x181tjfy,tassel-bulb-sprayer,18-415,Black,Black,Spray,,,,Sprayer,Black Antique or Vintage style bulb sprayer with tassel. Thread Size 18-415,retired,family=Sprayer; SKU/name says tassel,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-Black-Tassel,convex:products (dev) 2026-09-25,low
CMP-SPR-IVGD-18-415-02,True,CMP-SPR-IVGD-18-415-02,AnSpTsl18-415IvyGl,tassel-bulb-sprayer,18-415,Ivory,Ivory,Spray,Gold,Gold,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415IvyGl,20. Caps,10. 18-415 Ansp Tsl/36. AnspTsl18-415IvyGl.psd,10. 18-415 Ansp Tsl,case-insensitive,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-gold-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-GDIVSLWH-18-415-02,True,CMP-SPR-GDIVSLWH-18-415-02,AnSpTsl18-415IvyGl__RETIRED__CMP-SPR-GDIVSLWH-18-415-02__kd7dm97dts1cys39frk415gs0s81v3pn,tassel-bulb-sprayer,18-415,Ivory,Ivory,Spray,,Gold,,Sprayer,Ivory Gold Antique or Vintage style bulb sprayer with Gold fittings and tassel. Thread Size 18-415,retired,family=Sprayer; SKU/name says tassel,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-gold-Tassel,convex:products (dev) 2026-09-25,low
CMP-SPR-IVSL-18-415-02,True,CMP-SPR-IVSL-18-415-02,AnSpTsl18-415IvySl,tassel-bulb-sprayer,18-415,Ivory,Ivory,Spray,Silver,Silver,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415IvySl,20. Caps,10. 18-415 Ansp Tsl/37. AnspTsl18-415IvySl.psd,10. 18-415 Ansp Tsl,case-insensitive,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-silver-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-IVSLWH-18-415-02,True,CMP-SPR-IVSLWH-18-415-02,AnSpTsl18-415IvySl__RETIRED__CMP-SPR-IVSLWH-18-415-02__kd7djxwjjp841tfepxgj0bty2n81tkn0,tassel-bulb-sprayer,18-415,Ivory,Ivory,Spray,,Silver,,Sprayer,Ivory Silver Antique or Vintage style bulb sprayer with silver fittings and tassel. Thread Size 18-415,retired,family=Sprayer; SKU/name says tassel,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-silver-Tassel,convex:products (dev) 2026-09-25,low
CMP-SPR-LVN-18-415-02,True,CMP-SPR-LVN-18-415-02,AnSpTsl18-415Lvn,tassel-bulb-sprayer,18-415,Lavender,Lavender,Spray,Silver,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415Lvn,20. Caps,10. 18-415 Ansp Tsl/35. AnspTsl18-415Lvn.psd,10. 18-415 Ansp Tsl,case-insensitive,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-lavender-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-LVSLWH-18-415-02,True,CMP-SPR-LVSLWH-18-415-02,AnSpTsl18-415Lvn__RETIRED__CMP-SPR-LVSLWH-18-415-02__kd73dndn4vw7d48aytw1z1wg8581ttje,tassel-bulb-sprayer,18-415,Lavender,Lavender,Spray,,,,Sprayer,Lavender Antique or Vintage style bulb sprayer with silver fittings and tassel. Thread Size 18-415,retired,family=Sprayer; SKU/name says tassel,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-lavender-Tassel,convex:products (dev) 2026-09-25,low
CMP-SPR-MSLV-18-415-02,True,CMP-SPR-MSLV-18-415-02,AnSpTsl18-415MtS,tassel-bulb-sprayer,18-415,Matte Silver,Matte Silver,Spray,Silver,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415MtS,20. Caps,10. 18-415 Ansp Tsl/42. AnspTsl18-415MtS.psd,10. 18-415 Ansp Tsl,case-insensitive,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-matte-silver-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-MTSLWH-18-415-02,True,CMP-SPR-MTSLWH-18-415-02,AnSpTsl18-415MtS__RETIRED__CMP-SPR-MTSLWH-18-415-02__kd72by78z0kx33zbp20bghqpy181vpff,tassel-bulb-sprayer,18-415,Matte Silver,Matte Silver,Spray,,,,Sprayer,Matte Silver Antique or Vintage style bulb sprayer with tassel. Thread Size 18-415,retired,family=Sprayer; SKU/name says tassel,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-matte-silver-Tassel,convex:products (dev) 2026-09-25,low
CMP-SPR-PNK-18-415,True,CMP-SPR-PNK-18-415,AnSpTsl18-415Pnk,tassel-bulb-sprayer,18-415,Pink,Pink,Spray,Pink,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415Pnk,20. Caps,10. 18-415 Ansp Tsl/39. AnspTsl18-415Pnk.psd,10. 18-415 Ansp Tsl,case-insensitive,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-pink-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-GDPKSLWH-18-415-02,True,CMP-SPR-GDPKSLWH-18-415-02,AnSpTsl18-415Pnk__RETIRED__CMP-SPR-GDPKSLWH-18-415-02__kd78ngb55khwmvp657kxeqe5q581vne9,tassel-bulb-sprayer,18-415,Pink,Pink,Spray,,,,Sprayer,"Pink, Antique or Vintage style bulb sprayer with Gold fittings and tassel. Thread Size 18-415",retired,family=Sprayer; SKU/name says tassel,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-pink-Tassel,convex:products (dev) 2026-09-25,low
CMP-SPR-RED-18-415-02,True,CMP-SPR-RED-18-415-02,AnSpTsl18-415Red,tassel-bulb-sprayer,18-415,Red,Red,Spray,Red,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415Red,20. Caps,10. 18-415 Ansp Tsl/40. AnspTsl18-415Red.psd,10. 18-415 Ansp Tsl,case-insensitive,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-red-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-RDSLWH-18-415-02,True,CMP-SPR-RDSLWH-18-415-02,AnSpTsl18-415Red__RETIRED__CMP-SPR-RDSLWH-18-415-02__kd7daxyma8tbeqe97z9ppwm8f981vjq3,tassel-bulb-sprayer,18-415,Red,Red,Spray,,,,Sprayer,"Red, Antique or Vintage style bulb sprayer with Silver fittings and tassel. Thread Size 18-415",retired,family=Sprayer; SKU/name says tassel,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-red-Tassel,convex:products (dev) 2026-09-25,low
CMP-SPR-WHT-18-415-02,True,CMP-SPR-WHT-18-415-02,AnSpTsl18-415Wht,tassel-bulb-sprayer,18-415,White,White,Spray,White,,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415Wht,20. Caps,10. 18-415 Ansp Tsl/38. AnspTsl18-415Wht.psd,10. 18-415 Ansp Tsl,case-insensitive,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-white-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-SLWH-18-415-04,True,CMP-SPR-SLWH-18-415-04,AnSpTsl18-415Wht__RETIRED__CMP-SPR-SLWH-18-415-04__kd7e6328a279960jy22fjm5fz181t3bh,tassel-bulb-sprayer,18-415,White,White,Spray,,,,Sprayer,White Antique or Vintage style bulb sprayer with silver fittings and tassel. Thread Size 18-415,retired,family=Sprayer; SKU/name says tassel,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-white-Tassel,convex:products (dev) 2026-09-25,low
CMP-CAP-PNK-18-415,True,CMP-CAP-PNK-18-415,CP18-415AnSpPnk,vintage-bulb-sprayer,18-415,Pink,Pink,,White,,Cap/Closure,Sprayer,Pink Antique or Vintage style bulb sprayer with Gold fittings. Thread Size 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415Pnk,20. Caps,9. 18-415 Ansp /24. Ansp18-415Pnk.psd,9. 18-415 Ansp,alias-map,"[2550, 3300]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-pink,convex:products (dev) 2026-09-25,high
CMP-SPR-GLD-18415-TSL,True,CMP-SPR-GLD-18415-TSL,CP18-415AnSpTslGl,tassel-bulb-sprayer,18-415,Gold,Gold,Spray,Gold,,Fine Mist Sprayer,Sprayer,Gold Antique or Vintage style bulb sprayer with tassel. Thread Size 18-415,current,family=Sprayer; SKU/name says tassel,False,,AnspTsl18-415Gl,20. Caps,10. 18-415 Ansp Tsl/43. AnspTsl18-415Gl.psd,10. 18-415 Ansp Tsl,alias-map,"[6000, 4000]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-gold-Tassel,convex:products (dev) 2026-09-25,high
CMP-SPR-MTCP-18-415-03,True,CMP-SPR-MTCP-18-415-03,Spry18-415Cu,fine-mist-sprayer,18-415,Copper,Copper,Spray,,,,Sprayer,"Mate Copper collar sprayer, Thread size 18-415",current,family=Sprayer,False,,Spry18-415Cu,20. Caps,7. 18-415 Sprayers /15. Spry18-415Cu.psd,7. 18-415 Sprayers,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/spray-top-copper-color-18-415,convex:products (dev) 2026-09-25,high
CMP-SPR-MTGD-18-415-05,True,CMP-SPR-MTGD-18-415-05,Spry18-415MtGl,fine-mist-sprayer,18-415,Matte Gold,Matte Gold,Spray,,,,Sprayer,"Matte Gold collar sprayer, Thread size 18-415",current,family=Sprayer,False,,Spry18-415MtGl,20. Caps,7. 18-415 Sprayers /11. Spry18-415MtGl.psd,7. 18-415 Sprayers,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/spray-top-matte-gold-color-18-415,convex:products (dev) 2026-09-25,high
CMP-SPR-MTSL-18-415-06,True,CMP-SPR-MTSL-18-415-06,Spry18-415MtSl,fine-mist-sprayer,18-415,Matte Silver,Matte Silver,Spray,,,,Sprayer,"Matte Silver collar sprayer, Thread size 18-415",current,family=Sprayer,False,,Spry18-415MtSl,20. Caps,7. 18-415 Sprayers /14. Spry18-415MtSl.psd,7. 18-415 Sprayers,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/spray-top-matte-silver-color-18-415,convex:products (dev) 2026-09-25,high
CMP-SPR-SHBK-18-415-06,True,CMP-SPR-SHBK-18-415-06,Spry18-415ShnBlk,fine-mist-sprayer,18-415,Shiny Black,Shiny Black,Spray,,,,Sprayer,"Shiny Black collar sprayer, Thread size 18-415",current,family=Sprayer,False,,Spry18-415ShnBlk,20. Caps,7. 18-415 Sprayers /13. Spry18-415ShnBlk.psd,7. 18-415 Sprayers,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/spray-top-shiny-black-color-18-415,convex:products (dev) 2026-09-25,high
CMP-SPR-SHGD-18-415-05,True,CMP-SPR-SHGD-18-415-05,Spry18-415ShnGl,fine-mist-sprayer,18-415,Shiny Gold,Shiny Gold,Spray,,,,Sprayer,"Shiny Gold collar sprayer, Thread size 18-415",current,family=Sprayer,False,,Spry18-415ShnGl,20. Caps,7. 18-415 Sprayers /12. Spry18-415ShnGl.psd,7. 18-415 Sprayers,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/spray-top-shiny-gold-color-18-415,convex:products (dev) 2026-09-25,high
CMP-SPR-SHSL-18-415-06,True,CMP-SPR-SHSL-18-415-06,Spry18-415ShnSl,fine-mist-sprayer,18-415,Shiny Silver,Shiny Silver,Spray,,,,Sprayer,"Shiny Silver collar sprayer, Thread size 18-415",current,family=Sprayer,False,,Spry18-415ShnSl,20. Caps,7. 18-415 Sprayers /15. Spry18-415ShnSl.psd,7. 18-415 Sprayers,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/spray-top-shiny-silver-color-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-BLK-20-400-2OZ,True,CMP-CAP-BLK-20-400-2OZ,20-400Cp2ozShortBlk,cap,20-400,Black,Black,Short,Black,,Cap/Closure,Cap/Closure,"Black lid or closure for glass bottle, Thread size 20-400",current,family=Cap/Closure,False,,CP20-4002ozShortBlk,20. Caps,5. 18-400 Cap/27. CP20-4002ozShortBlk.psd,5. 18-400 Cap,alias-map,"[413, 342]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-bottle-black-Color-2oz-20-400,convex:products (dev) 2026-09-25,high
CMP-CAP-BLK-20-400-1OZ,True,CMP-CAP-BLK-20-400-1OZ,20-400cp1ozShortBlk,cap,20-400,Black,Black,Short,Black,,Cap/Closure,Cap/Closure,"Black lid or closure for glass bottle, Thread size 20-400",current,family=Cap/Closure,False,,CP20-4001ozShortBlk,20. Caps,2. 20-400  Cap/28. CP20-4001ozShortBlk.psd,2. 20-400  Cap,alias-map,"[413, 342]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-bottle-black-Color-1oz-20-400,convex:products (dev) 2026-09-25,high
CMP-DRP-BLK-20400-76MM-01,True,CMP-DRP-BLK-20400-76MM-01,Drp20-4001ozBlckBulb,dropper,20-400,Black,Black,Dropper,,,,Dropper,"Black rubber bulb dropper with black cap. Glass stem length is 76 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4001ozBlckBulb,20. Caps,3. 20-400 Droppers/8. DRP20-4001ozBlckBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-Black-Rubber-Bulb-black-trim-7x76,convex:products (dev) 2026-09-25,high
CMP-DRP-BKGD-20400-76,True,CMP-DRP-BKGD-20400-76,Drp20-4001ozShnGlTrimBlkBulb,dropper,20-400,Black,Black,Dropper,Black,,Dropper,Dropper,"Black rubber bulb dropper with shiny gold collar cap. Glass stem length is 76 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4001ozShnGlTrimBlkBulb,20. Caps,3. 20-400 Droppers/11. DRP20-4001ozShnGlTrimBlkBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-Black-Rubber-Bulb-gold-trim-7x76,convex:products (dev) 2026-09-25,high
CMP-DRP-BKSL-20400-76,True,CMP-DRP-BKSL-20400-76,Drp20-4001ozShnSlTrimBlkBulb,dropper,20-400,Black,Black,Dropper,Black,,Dropper,Dropper,"Black rubber bulb dropper with shiny silver collar cap. Glass stem length is 76 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4001ozShnSlTrimBlkBulb,20. Caps,3. 20-400 Droppers/9. DRP20-4001ozShnSlTrimBlkBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-Black-Rubber-Bulb-silver-trim-7x76,convex:products (dev) 2026-09-25,high
CMP-DRP-WHT-20400-76,True,CMP-DRP-WHT-20400-76,Drp20-4001ozWhiteBulb,dropper,20-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with white cap. Glass stem length is 76 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4001ozWhiteBulb,20. Caps,3. 20-400 Droppers/7.  DRP20-4001ozWhiteBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-white-Rubber-Bulb-white-trim-7x76,convex:products (dev) 2026-09-25,high
CMP-DRP-WTGD-20400-76,True,CMP-DRP-WTGD-20400-76,Drp20-4001ozlShnGlTrimWhiteBulb,dropper,20-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with shiny gold collar cap. Glass stem length is 76 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4001ozlShnGlTrimWhiteBulb,20. Caps,3. 20-400 Droppers/10. DRP20-4001ozlShnGlTrimWhiteBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-white-Rubber-Bulb-gold-trim7x76,convex:products (dev) 2026-09-25,high
CMP-DRP-WTSL-20400-76,True,CMP-DRP-WTSL-20400-76,Drp20-4001ozlShnSlTrimWhiteBulb,dropper,20-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with shiny silver collar cap. Glass stem length is 76 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4001ozlShnSlTrimWhiteBulb,20. Caps,3. 20-400 Droppers/12. DRP20-4001ozlShnSlTrimWhiteBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-white-Rubber-Bulb-silver-trim-7x76,convex:products (dev) 2026-09-25,high
CMP-DRP-BLK-20400-90,True,CMP-DRP-BLK-20400-90,Drp20-4002ozBlckBulb,dropper,20-400,Black,Black,Dropper,Black,,Dropper,Dropper,"Black rubber bulb dropper with black cap. Glass stem length is 90 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4002ozBlckBulb,20. Caps,3. 20-400 Droppers/14. DRP20-4002ozBlckBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-Black-Rubber-Bulb-black-trim7x89,convex:products (dev) 2026-09-25,high
CMP-DRP-BKGD-20400-90,True,CMP-DRP-BKGD-20400-90,Drp20-4002ozShnGlTrimBlkBulb,dropper,20-400,Black,Black,Dropper,Black,,Dropper,Dropper,"Black rubber bulb dropper with shiny gold collar cap. Glass stem length is 90 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4002ozShnGlTrimBlkBulb,20. Caps,3. 20-400 Droppers/17. DRP20-4002ozShnGlTrimBlkBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-Black-Rubber-Bulb-gold-trim-7x89,convex:products (dev) 2026-09-25,high
CMP-DRP-BKSL-20400-90,True,CMP-DRP-BKSL-20400-90,Drp20-4002ozShnSlTrimBlkBulb,dropper,20-400,Black,Black,Dropper,Black,,Dropper,Dropper,"Black rubber bulb dropper with shiny silver collar cap. Glass stem length is 90 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4002ozShnSlTrimBlkBulb,20. Caps,3. 20-400 Droppers/15. DRP20-4002ozShnSlTrimBlkBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-Black-Rubber-Bulb-silver-trim-7x89,convex:products (dev) 2026-09-25,high
CMP-DRP-WHT-20400-90,True,CMP-DRP-WHT-20400-90,Drp20-4002ozWhiteBulb,dropper,20-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with white cap. Glass stem length is 90 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4002ozWhiteBulb,20. Caps,3. 20-400 Droppers/13. DRP20-4002ozWhiteBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-White-Rubber-Bulb-white-trim-7x89,convex:products (dev) 2026-09-25,high
CMP-DRP-WTGD-20400-90,True,CMP-DRP-WTGD-20400-90,Drp20-4002ozlShnGlTrimWhiteBulb,dropper,20-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with shiny gold collar cap. Glass stem length is 90 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4002ozlShnGlTrimWhiteBulb,20. Caps,3. 20-400 Droppers/16. DRP20-4002ozlShnGlTrimWhiteBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-white-Rubber-Bulb-gold-trim-7x89,convex:products (dev) 2026-09-25,high
CMP-DRP-WTSL-20400-90,True,CMP-DRP-WTSL-20400-90,Drp20-4002ozlShnSlTrimWhiteBulb,dropper,20-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with shiny silver collar cap. Glass stem length is 90 mm, Thread size 20-400",current,family=Dropper,False,,DRP20-4002ozlShnSlTrimWhiteBulb,20. Caps,3. 20-400 Droppers/18. DRP20-4002ozlShnSlTrimWhiteBulb.psd,3. 20-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-glass-white-Rubber-Bulb-silver-trim-7x89,convex:products (dev) 2026-09-25,high
